1,0.0444734,0.0446712
2,0.0421627,0.0421888
3,0.039586,0.0395552
4,0.0369932,0.0369086
5,0.0346185,0.0345367
6,0.0329583,0.0328951
7,0.0320946,0.0320358
8,0.0315252,0.0314864
9,0.0310685,0.031057
10,0.0306504,0.0306644
11,0.0302225,0.0302598
12,0.02977,0.0298211
13,0.0292895,0.0293376
14,0.0287926,0.0288172
15,0.0283054,0.028287
16,0.02785,0.0277721
17,0.0274294,0.0272785
18,0.0270335,0.0268004
19,0.0266519,0.0263342
20,0.0262806,0.0258828
21,0.0259218,0.0254523
22,0.0255783,0.025047
23,0.0252455,0.0246647
24,0.0249137,0.0242998
25,0.0245866,0.0239587
26,0.0242788,0.0236578
27,0.0239961,0.0234027
28,0.0237351,0.0231856
29,0.0234955,0.0229993
30,0.0232834,0.0228442
31,0.0231036,0.022722
32,0.0229543,0.0226299
33,0.0228305,0.0225624
34,0.0227261,0.0225132
35,0.0226351,0.0224763
36,0.0225522,0.0224461
37,0.0224725,0.0224177
38,0.0223921,0.0223871
39,0.0223079,0.0223511
40,0.022218,0.0223075
41,0.022121,0.0222553
42,0.0220167,0.0221942
43,0.0219055,0.022125
44,0.021789,0.0220492
45,0.0216693,0.0219688
46,0.0215491,0.0218862
47,0.0214309,0.0218036
48,0.0213167,0.0217228
49,0.0212078,0.0216449
50,0.0211048,0.0215706
51,0.0210078,0.0214999
52,0.0209165,0.0214328
53,0.0208304,0.0213689
54,0.0207489,0.021308
55,0.0206718,0.0212498
56,0.0205989,0.0211944
57,0.0205304,0.0211422
58,0.0204663,0.0210932
59,0.0204068,0.0210473
60,0.0203512,0.021004
61,0.0202987,0.0209624
62,0.0202485,0.0209217
63,0.0201998,0.0208814
64,0.0201522,0.0208413
65,0.0201055,0.0208012
66,0.0200596,0.0207613
67,0.0200148,0.0207216
68,0.0199711,0.0206824
69,0.019929,0.0206438
70,0.0198887,0.0206062
71,0.0198507,0.0205699
72,0.0198154,0.0205351
73,0.0197831,0.0205023
74,0.019754,0.0204719
75,0.0197284,0.0204444
76,0.0197064,0.0204202
77,0.0196879,0.0203993
78,0.0196724,0.0203816
79,0.0196594,0.0203662
80,0.0196481,0.0203522
81,0.0196374,0.0203383
82,0.0196263,0.0203231
83,0.0196141,0.0203055
84,0.0195998,0.0202847
85,0.0195831,0.0202601
86,0.0195636,0.0202315
87,0.0195411,0.0201989
88,0.0195153,0.0201624
89,0.0194863,0.020122
90,0.0194539,0.020078
91,0.0194183,0.0200306
92,0.0193796,0.0199803
93,0.0193381,0.0199275
94,0.019294,0.0198728
95,0.0192474,0.0198163
96,0.0191985,0.0197584
97,0.019147,0.019699
98,0.0190929,0.019638
99,0.0190359,0.0195752
100,0.0189758,0.0195103
101,0.0189124,0.0194431
102,0.0188456,0.0193735
103,0.0187756,0.0193014
104,0.0187027,0.0192268
105,0.0186271,0.0191499
106,0.0185494,0.0190712
107,0.0184703,0.018991
108,0.0183904,0.0189099
109,0.0183103,0.0188287
110,0.018231,0.0187481
111,0.0181531,0.018669
112,0.0180774,0.0185921
113,0.0180045,0.0185184
114,0.0179349,0.0184485
115,0.0178685,0.0183824
116,0.0178046,0.0183198
117,0.0177418,0.0182593
118,0.017678,0.0181986
119,0.0176111,0.0181351
120,0.0175394,0.0180668
121,0.0174618,0.0179918
122,0.0173782,0.0179095
123,0.0172888,0.0178201
124,0.0171947,0.0177244
125,0.017097,0.0176237
126,0.0169971,0.0175196
127,0.0168963,0.0174134
128,0.0167956,0.0173065
129,0.016696,0.0172001
130,0.0165979,0.017095
131,0.016502,0.0169919
132,0.0164084,0.0168913
133,0.0163172,0.0167934
134,0.0162285,0.0166984
135,0.0161422,0.0166062
136,0.0160581,0.0165168
137,0.0159761,0.0164299
138,0.0158959,0.0163455
139,0.0158173,0.0162632
140,0.0157403,0.0161829
141,0.0156645,0.0161044
142,0.0155898,0.0160274
143,0.0155161,0.0159519
144,0.0154434,0.0158777
145,0.0153714,0.0158046
146,0.0153,0.0157327
147,0.0152293,0.0156618
148,0.0151592,0.0155919
149,0.0150894,0.0155228
150,0.0150201,0.0154545
151,0.0149509,0.015387
152,0.0148819,0.0153201
153,0.0148128,0.0152535
154,0.0147434,0.0151872
155,0.0146732,0.0151206
156,0.0146018,0.0150533
157,0.0145285,0.0149846
158,0.0144526,0.0149137
159,0.0143734,0.01484
160,0.0142909,0.0147633
161,0.0142056,0.0146841
162,0.0141188,0.0146038
163,0.0140325,0.0145242
164,0.0139485,0.0144472
165,0.013868,0.0143742
166,0.0137914,0.0143056
167,0.013719,0.0142417
168,0.0136504,0.0141822
169,0.0135855,0.0141267
170,0.0135238,0.0140749
171,0.0134653,0.0140265
172,0.0134095,0.0139812
173,0.0133563,0.0139385
174,0.0133055,0.0138984
175,0.0132568,0.0138605
176,0.0132101,0.0138246
177,0.0131652,0.0137905
178,0.013122,0.0137581
179,0.0130802,0.013727
180,0.0130398,0.0136972
181,0.0130005,0.0136684
182,0.0129623,0.0136406
183,0.0129251,0.0136137
184,0.0128886,0.0135874
185,0.0128529,0.0135617
186,0.0128179,0.0135365
187,0.0127834,0.0135117
188,0.0127494,0.0134872
189,0.0127158,0.013463
190,0.0126825,0.013439
191,0.0126496,0.0134151
192,0.012617,0.0133914
193,0.0125846,0.0133677
194,0.0125524,0.013344
195,0.0125204,0.0133204
196,0.0124886,0.0132967
197,0.012457,0.013273
198,0.0124254,0.0132493
199,0.0123941,0.0132256
200,0.0123628,0.0132018
201,0.0123317,0.0131779
202,0.0123006,0.013154
203,0.0122698,0.01313
204,0.012239,0.013106
205,0.0122084,0.013082
206,0.0121779,0.013058
207,0.0121475,0.0130339
208,0.0121173,0.0130099
209,0.0120873,0.0129859
210,0.0120574,0.0129619
211,0.0120277,0.0129379
212,0.0119982,0.012914
213,0.011969,0.0128902
214,0.0119399,0.0128664
215,0.011911,0.0128428
216,0.0118824,0.0128192
217,0.011854,0.0127958
218,0.0118259,0.0127724
219,0.011798,0.0127492
220,0.0117703,0.0127262
221,0.0117429,0.0127033
222,0.0117158,0.0126805
223,0.0116889,0.0126579
224,0.0116623,0.0126354
225,0.0116359,0.0126131
226,0.0116098,0.012591
227,0.0115839,0.012569
228,0.0115583,0.0125471
229,0.011533,0.0125254
230,0.0115079,0.0125039
231,0.011483,0.0124826
232,0.0114584,0.0124613
233,0.011434,0.0124403
234,0.0114098,0.0124194
235,0.0113859,0.0123986
236,0.0113621,0.012378
237,0.0113386,0.0123576
238,0.0113154,0.0123373
239,0.0112923,0.0123171
240,0.0112695,0.0122971
